survived,pclass,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,dest
1,3,"McCoy, Miss. Alicia",F,,2,0,367226,23.25,,Q,16,,
1,3,"McCoy, Mr. Bernard",M,,2,0,367226,23.25,,Q,16,,
1,3,"McDermott, Miss. Brigdet Delia",F,,0,0,330932,7.7875,,Q,13,,
0,3,"McEvoy, Mr. Michael",M,,0,0,36568,15.5,,Q,,,
1,3,"McGovern, Miss. Mary",F,,0,0,330931,7.8792,,Q,13,,
1,3,"McGowan, Miss. Anna ""Annie""",F,15,0,0,330923,8.0292,,Q,,,
0,3,"McGowan, Miss. Katherine",F,35,0,0,9232,7.75,,Q,,,
0,3,"McMahon, Mr. Martin",M,,0,0,370372,7.75,,Q,,,
0,3,"McNamee, Mr. Neal",M,24,1,0,376566,16.1,,S,,,
0,3,"McNamee, Mrs. Neal (Eileen O'Leary)",F,19,1,0,376566,16.1,,S,,53,
0,3,"McNeill, Miss. Bridget",F,,0,0,370368,7.75,,Q,,,
0,3,"Meanwell, Miss. (Marion Ogden)",F,,0,0,SOTON/O.Q. 392087,8.05,,S,,,
0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",F,,0,0,343095,8.05,,S,,,
0,3,"Meo, Mr. Alfonzo",M,55.5,0,0,A.5. 11206,8.05,,S,,201,
0,3,"Mernagh, Mr. Robert",M,,0,0,368703,7.75,,Q,,,
1,3,"Midtsjo, Mr. Karl Albert",M,21,0,0,345501,7.775,,S,15,,
0,3,"Miles, Mr. Frank",M,,0,0,359306,8.05,,S,,,
0,3,"Mineff, Mr. Ivan",M,24,0,0,349233,7.8958,,S,,,
0,3,"Minkoff, Mr. Lazar",M,21,0,0,349211,7.8958,,S,,,
0,3,"Mionoff, Mr. Stoytcho",M,28,0,0,349207,7.8958,,S,,,
0,3,"Mitkoff, Mr. Mito",M,,0,0,349221,7.8958,,S,,,
1,3,"Mockler, Miss. Helen Mary ""Ellie""",F,,0,0,330980,7.8792,,Q,16,,
0,3,"Moen, Mr. Sigurd Hansen",M,25,0,0,348123,7.65,F G73,S,,309,
1,3,"Moor, Master. Meier",M,6,0,1,392096,12.475,E121,S,14,,
1,3,"Moor, Mrs. (Beila)",F,27,0,1,392096,12.475,E121,S,14,,
0,3,"Moore, Mr. Leonard Charles",M,,0,0,A4. 54510,8.05,,S,,,
1,3,"Moran, Miss. Bertha",F,,1,0,371110,24.15,,Q,16,,
0,3,"Moran, Mr. Daniel J",M,,1,0,371110,24.15,,Q,,,
0,3,"Moran, Mr. James",M,,0,0,330877,8.4583,,Q,,,
0,3,"Morley, Mr. William",M,34,0,0,364506,8.05,,S,,,
0,3,"Morrow, Mr. Thomas Rowan",M,,0,0,372622,7.75,,Q,,,
1,3,"Moss, Mr. Albert Johan",M,,0,0,312991,7.775,,S,B,,
1,3,"Moubarek, Master. Gerios",M,,1,1,2661,15.2458,,C,C,,
1,3,"Moubarek, Master. Halim Gonios (""William George"")",M,,1,1,2661,15.2458,,C,C,,
1,3,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",F,,0,2,2661,15.2458,,C,C,,
1,3,"Moussa, Mrs. (Mantoura Boulos)",F,,0,0,2626,7.2292,,C,,,
0,3,"Moutal, Mr. Rahamin Haim",M,,0,0,374746,8.05,,S,,,
1,3,"Mullens, Miss. Katherine ""Katie""",F,,0,0,35852,7.7333,,Q,16,,
1,3,"Mulvihill, Miss. Bertha E",F,24,0,0,382653,7.75,,Q,15,,
0,3,"Murdlin, Mr. Joseph",M,,0,0,A./5. 3235,8.05,,S,,,
1,3,"Murphy, Miss. Katherine ""Kate""",F,,1,0,367230,15.5,,Q,16,,
1,3,"Murphy, Miss. Margaret Jane",F,,1,0,367230,15.5,,Q,16,,
1,3,"Murphy, Miss. Nora",F,,0,0,36568,15.5,,Q,16,,
0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",M,18,0,0,347078,7.75,,S,,,
0,3,"Naidenoff, Mr. Penko",M,22,0,0,349206,7.8958,,S,,,
1,3,"Najib, Miss. Adele Kiamie ""Jane""",F,15,0,0,2667,7.225,,C,C,,
1,3,"Nakid, Miss. Maria (""Mary"")",F,1,0,2,2653,15.7417,,C,C,,
1,3,"Nakid, Mr. Sahid",M,20,1,1,2653,15.7417,,C,C,,
1,3,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",F,19,1,1,2653,15.7417,,C,C,,
0,3,"Nancarrow, Mr. William Henry",M,33,0,0,A./5. 3338,8.05,,S,,,
0,3,"Nankoff, Mr. Minko",M,,0,0,349218,7.8958,,S,,,
0,3,"Nasr, Mr. Mustafa",M,,0,0,2652,7.2292,,C,,,
0,3,"Naughton, Miss. Hannah",F,,0,0,365237,7.75,,Q,,,
0,3,"Nenkoff, Mr. Christo",M,,0,0,349234,7.8958,,S,,,
1,3,"Nicola-Yarred, Master. Elias",M,12,1,0,2651,11.2417,,C,C,,
1,3,"Nicola-Yarred, Miss. Jamila",F,14,1,0,2651,11.2417,,C,C,,
0,3,"Nieminen, Miss. Manta Josefina",F,29,0,0,3101297,7.925,,S,,,
0,3,"Niklasson, Mr. Samuel",M,28,0,0,363611,8.05,,S,,,
1,3,"Nilsson, Miss. Berta Olivia",F,18,0,0,347066,7.775,,S,D,,
1,3,"Nilsson, Miss. Helmina Josefina",F,26,0,0,347470,7.8542,,S,13,,
0,3,"Nilsson, Mr. August Ferdinand",M,21,0,0,350410,7.8542,,S,,,
0,3,"Nirva, Mr. Iisakki Antino Aijo",M,41,0,0,SOTON/O2 3101272,7.125,,S,,,"Finland Sudbury, ON"
1,3,"Niskanen, Mr. Juha",M,39,0,0,STON/O 2. 3101289,7.925,,S,9,,
0,3,"Nosworthy, Mr. Richard Cater",M,21,0,0,A/4. 39886,7.8,,S,,,
0,3,"Novel, Mr. Mansouer",M,28.5,0,0,2697,7.2292,,C,,181,
1,3,"Nysten, Miss. Anna Sofia",F,22,0,0,347081,7.75,,S,13,,
0,3,"Nysveen, Mr. Johan Hansen",M,61,0,0,345364,6.2375,,S,,,
0,3,"O'Brien, Mr. Thomas",M,,1,0,370365,15.5,,Q,,,
0,3,"O'Brien, Mr. Timothy",M,,0,0,330979,7.8292,,Q,,,
1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",F,,1,0,370365,15.5,,Q,,,
0,3,"O'Connell, Mr. Patrick D",M,,0,0,334912,7.7333,,Q,,,
0,3,"O'Connor, Mr. Maurice",M,,0,0,371060,7.75,,Q,,,
0,3,"O'Connor, Mr. Patrick",M,,0,0,366713,7.75,,Q,,,
0,3,"Odahl, Mr. Nils Martin",M,23,0,0,7267,9.225,,S,,,
0,3,"O'Donoghue, Ms. Bridget",F,,0,0,364856,7.75,,Q,,,
1,3,"O'Driscoll, Miss. Bridget",F,,0,0,14311,7.75,,Q,D,,
1,3,"O'Dwyer, Miss. Ellen ""Nellie""",F,,0,0,330959,7.8792,,Q,,,
1,3,"Ohman, Miss. Velin",F,22,0,0,347085,7.775,,S,C,,
1,3,"O'Keefe, Mr. Patrick",M,,0,0,368402,7.75,,Q,B,,
1,3,"O'Leary, Miss. Hanora ""Norah""",F,,0,0,330919,7.8292,,Q,13,,
1,3,"Olsen, Master. Artur Karl",M,9,0,1,C 17368,3.1708,,S,13,,
0,3,"Olsen, Mr. Henry Margido",M,28,0,0,C 4001,22.525,,S,,173,
0,3,"Olsen, Mr. Karl Siegwart Andreas",M,42,0,1,4579,8.4042,,S,,,
0,3,"Olsen, Mr. Ole Martin",M,,0,0,Fa 265302,7.3125,,S,,,
0,3,"Olsson, Miss. Elina",F,31,0,0,350407,7.8542,,S,,,
0,3,"Olsson, Mr. Nils Johan Goransson",M,28,0,0,347464,7.8542,,S,,,
1,3,"Olsson, Mr. Oscar Wilhelm",M,32,0,0,347079,7.775,,S,A,,
0,3,"Olsvigen, Mr. Thor Anderson",M,20,0,0,6563,9.225,,S,,89,"Oslo, Norway Cameron, WI"
0,3,"Oreskovic, Miss. Jelka",F,23,0,0,315085,8.6625,,S,,,
0,3,"Oreskovic, Miss. Marija",F,20,0,0,315096,8.6625,,S,,,
0,3,"Oreskovic, Mr. Luka",M,20,0,0,315094,8.6625,,S,,,
0,3,"Osen, Mr. Olaf Elon",M,16,0,0,7534,9.2167,,S,,,
1,3,"Osman, Mrs. Mara",F,31,0,0,349244,8.6833,,S,,,
0,3,"O'Sullivan, Miss. Bridget Mary",F,,0,0,330909,7.6292,,Q,,,
0,3,"Palsson, Master. Gosta Leonard",M,2,3,1,349909,21.075,,S,,4,
0,3,"Palsson, Master. Paul Folke",M,6,3,1,349909,21.075,,S,,,
0,3,"Palsson, Miss. Stina Viola",F,3,3,1,349909,21.075,,S,,,
0,3,"Palsson, Miss. Torborg Danira",F,8,3,1,349909,21.075,,S,,,
0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",F,29,0,4,349909,21.075,,S,,206,
0,3,"Panula, Master. Eino Viljami",M,1,4,1,3101295,39.6875,,S,,,
0,3,"Panula, Master. Juha Niilo",M,7,4,1,3101295,39.6875,,S,,,
0,3,"Panula, Master. Urho Abraham",M,2,4,1,3101295,39.6875,,S,,,
0,3,"Panula, Mr. Ernesti Arvid",M,16,4,1,3101295,39.6875,,S,,,
0,3,"Panula, Mr. Jaako Arnold",M,14,4,1,3101295,39.6875,,S,,,
0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",F,41,0,5,3101295,39.6875,,S,,,
0,3,"Pasic, Mr. Jakob",M,21,0,0,315097,8.6625,,S,,,
0,3,"Patchett, Mr. George",M,19,0,0,358585,14.5,,S,,,
0,3,"Paulner, Mr. Uscher",M,,0,0,3411,8.7125,,C,,,
0,3,"Pavlovic, Mr. Stefo",M,32,0,0,349242,7.8958,,S,,,
0,3,"Peacock, Master. Alfred Edward",M,0.75,1,1,SOTON/O.Q. 3101315,13.775,,S,,,
0,3,"Peacock, Miss. Treasteall",F,3,1,1,SOTON/O.Q. 3101315,13.775,,S,,,
0,3,"Peacock, Mrs. Benjamin (Edith Nile)",F,26,0,2,SOTON/O.Q. 3101315,13.775,,S,,,
0,3,"Pearce, Mr. Ernest",M,,0,0,343271,7,,S,,,
0,3,"Pedersen, Mr. Olaf",M,,0,0,345498,7.775,,S,,,
0,3,"Peduzzi, Mr. Joseph",M,,0,0,A/5 2817,8.05,,S,,,
0,3,"Pekoniemi, Mr. Edvard",M,21,0,0,STON/O 2. 3101294,7.925,,S,,,
0,3,"Peltomaki, Mr. Nikolai Johannes",M,25,0,0,STON/O 2. 3101291,7.925,,S,,,
0,3,"Perkin, Mr. John Henry",M,22,0,0,A/5 21174,7.25,,S,,,
1,3,"Persson, Mr. Ernst Ulrik",M,25,1,0,347083,7.775,,S,15,,
1,3,"Peter, Master. Michael J",M,,1,1,2668,22.3583,,C,C,,
1,3,"Peter, Miss. Anna",F,,1,1,2668,22.3583,F E69,C,D,,
1,3,"Peter, Mrs. Catherine (Catherine Rizk)",F,,0,2,2668,22.3583,,C,D,,
0,3,"Peters, Miss. Katie",F,,0,0,330935,8.1375,,Q,,,
0,3,"Petersen, Mr. Marius",M,24,0,0,342441,8.05,,S,,,
0,3,"Petranec, Miss. Matilda",F,28,0,0,349245,7.8958,,S,,,
0,3,"Petroff, Mr. Nedelio",M,19,0,0,349212,7.8958,,S,,,
0,3,"Petroff, Mr. Pastcho (""Pentcho"")",M,,0,0,349215,7.8958,,S,,,
0,3,"Petterson, Mr. Johan Emil",M,25,1,0,347076,7.775,,S,,,
0,3,"Pettersson, Miss. Ellen Natalia",F,18,0,0,347087,7.775,,S,,,
1,3,"Pickard, Mr. Berk (Berk Trembisky)",M,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,9,,
0,3,"Plotcharsky, Mr. Vasil",M,,0,0,349227,7.8958,,S,,,
0,3,"Pokrnic, Mr. Mate",M,17,0,0,315095,8.6625,,S,,,
0,3,"Pokrnic, Mr. Tome",M,24,0,0,315092,8.6625,,S,,,
0,3,"Radeff, Mr. Alexander",M,,0,0,349223,7.8958,,S,,,
0,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",F,,0,0,65305,8.1125,,S,,,
0,3,"Razi, Mr. Raihed",M,,0,0,2629,7.2292,,C,,,
0,3,"Reed, Mr. James George",M,,0,0,362316,7.25,,S,,,
0,3,"Rekic, Mr. Tido",M,38,0,0,349249,7.8958,,S,,,
0,3,"Reynolds, Mr. Harold J",M,21,0,0,342684,8.05,,S,,,
0,3,"Rice, Master. Albert",M,10,4,1,382652,29.125,,Q,,,
0,3,"Rice, Master. Arthur",M,4,4,1,382652,29.125,,Q,,,
0,3,"Rice, Master. Eric",M,7,4,1,382652,29.125,,Q,,,
0,3,"Rice, Master. Eugene",M,2,4,1,382652,29.125,,Q,,,
0,3,"Rice, Master. George Hugh",M,8,4,1,382652,29.125,,Q,,,
0,3,"Rice, Mrs. William (Margaret Norton)",F,39,0,5,382652,29.125,,Q,,327,
0,3,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",F,22,0,0,3101295,39.6875,,S,,,
0,3,"Rintamaki, Mr. Matti",M,35,0,0,STON/O 2. 3101273,7.125,,S,,,
1,3,"Riordan, Miss. Johanna ""Hannah""",F,,0,0,334915,7.7208,,Q,13,,
0,3,"Risien, Mr. Samuel Beard",M,,0,0,364498,14.5,,S,,,
0,3,"Risien, Mrs. Samuel (Emma)",F,,0,0,364498,14.5,,S,,,
0,3,"Robins, Mr. Alexander A",M,50,1,0,A/5. 3337,14.5,,S,,119,
0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",F,47,1,0,A/5. 3337,14.5,,S,,7,
0,3,"Rogers, Mr. William John",M,,0,0,S.C./A.4. 23567,8.05,,S,,,
0,3,"Rommetvedt, Mr. Knud Paust",M,,0,0,312993,7.775,,S,,,
0,3,"Rosblom, Miss. Salli Helena",F,2,1,1,370129,20.2125,,S,,,
0,3,"Rosblom, Mr. Viktor Richard",M,18,1,1,370129,20.2125,,S,,,
0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",F,41,0,2,370129,20.2125,,S,,,
1,3,"Roth, Miss. Sarah A",F,,0,0,342712,8.05,,S,C,,
0,3,"Rouse, Mr. Richard Henry",M,50,0,0,A/5 3594,8.05,,S,,,
0,3,"Rush, Mr. Alfred George John",M,16,0,0,A/4. 20589,8.05,,S,,,
1,3,"Ryan, Mr. Edward",M,,0,0,383162,7.75,,Q,14,,
0,3,"Ryan, Mr. Patrick",M,,0,0,371110,24.15,,Q,,,
0,3,"Saad, Mr. Amin",M,,0,0,2671,7.2292,,C,,,
0,3,"Saad, Mr. Khalil",M,25,0,0,2672,7.225,,C,,,
0,3,"Saade, Mr. Jean Nassr",M,,0,0,2676,7.225,,C,,,
0,3,"Sadlier, Mr. Matthew",M,,0,0,367655,7.7292,,Q,,,
0,3,"Sadowitz, Mr. Harry",M,,0,0,LP 1588,7.575,,S,,,
0,3,"Saether, Mr. Simon Sivertsen",M,38.5,0,0,SOTON/O.Q. 3101262,7.25,,S,,32,
0,3,"Sage, Master. Thomas Henry",M,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Master. William Henry",M,14.5,8,2,CA. 2343,69.55,,S,,67,
0,3,"Sage, Miss. Ada",F,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Miss. Constance Gladys",F,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Miss. Dorothy Edith ""Dolly""",F,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Miss. Stella Anna",F,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Mr. Douglas Bullen",M,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Mr. Frederick",M,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Mr. George John Jr",M,,8,2,CA. 2343,69.55,,S,,,
0,3,"Sage, Mr. John George",M,,1,9,CA. 2343,69.55,,S,,,
0,3,"Sage, Mrs. John (Annie Bullen)",F,,1,9,CA. 2343,69.55,,S,,,
0,3,"Salander, Mr. Karl Johan",M,24,0,0,7266,9.325,,S,,,
1,3,"Salkjelsvik, Miss. Anna Kristine",F,21,0,0,343120,7.65,,S,C,,
0,3,"Salonen, Mr. Johan Werner",M,39,0,0,3101296,7.925,,S,,,
0,3,"Samaan, Mr. Elias",M,,2,0,2662,21.6792,,C,,,
0,3,"Samaan, Mr. Hanna",M,,2,0,2662,21.6792,,C,,,
0,3,"Samaan, Mr. Youssef",M,,2,0,2662,21.6792,,C,,,
1,3,"Sandstrom, Miss. Beatrice Irene",F,1,1,1,PP 9549,16.7,G6,S,13,,
1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",F,24,0,2,PP 9549,16.7,G6,S,13,,
1,3,"Sandstrom, Miss. Marguerite Rut",F,4,1,1,PP 9549,16.7,G6,S,13,,
1,3,"Sap, Mr. Julius",M,25,0,0,345768,9.5,,S,11,,
0,3,"Saundercock, Mr. William Henry",M,20,0,0,A/5. 2151,8.05,,S,,,
0,3,"Sawyer, Mr. Frederick Charles",M,24.5,0,0,342826,8.05,,S,,284,
0,3,"Scanlan, Mr. James",M,,0,0,36209,7.725,,Q,,,
0,3,"Sdycoff, Mr. Todor",M,,0,0,349222,7.8958,,S,,,
0,3,"Shaughnessy, Mr. Patrick",M,,0,0,370374,7.75,,Q,,,
1,3,"Sheerlinck, Mr. Jan Baptist",M,29,0,0,345779,9.5,,S,11,,
0,3,"Shellard, Mr. Frederick William",M,,0,0,C.A. 6212,15.1,,S,,,
1,3,"Shine, Miss. Ellen Natalia",F,,0,0,330968,7.7792,,Q,,,
0,3,"Shorney, Mr. Charles Joseph",M,,0,0,374910,8.05,,S,,,
0,3,"Simmons, Mr. John",M,,0,0,SOTON/OQ 392082,8.05,,S,,,
0,3,"Sirayanian, Mr. Orsen",M,22,0,0,2669,7.2292,,C,,,
0,3,"Sirota, Mr. Maurice",M,,0,0,392092,8.05,,S,,,
0,3,"Sivic, Mr. Husein",M,40,0,0,349251,7.8958,,S,,,
0,3,"Sivola, Mr. Antti Wilhelm",M,21,0,0,STON/O 2. 3101280,7.925,,S,,,
1,3,"Sjoblom, Miss. Anna Sofia",F,18,0,0,3101265,7.4958,,S,16,,
0,3,"Skoog, Master. Harald",M,4,3,2,347088,27.9,,S,,,
0,3,"Skoog, Master. Karl Thorsten",M,10,3,2,347088,27.9,,S,,,
0,3,"Skoog, Miss. Mabel",F,9,3,2,347088,27.9,,S,,,
0,3,"Skoog, Miss. Margit Elizabeth",F,2,3,2,347088,27.9,,S,,,
0,3,"Skoog, Mr. Wilhelm",M,40,1,4,347088,27.9,,S,,,
0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",F,45,1,4,347088,27.9,,S,,,
0,3,"Slabenoff, Mr. Petco",M,,0,0,349214,7.8958,,S,,,
0,3,"Slocovski, Mr. Selman Francis",M,,0,0,SOTON/OQ 392086,8.05,,S,,,
0,3,"Smiljanic, Mr. Mile",M,,0,0,315037,8.6625,,S,,,
0,3,"Smith, Mr. Thomas",M,,0,0,384461,7.75,,Q,,,
1,3,"Smyth, Miss. Julia",F,,0,0,335432,7.7333,,Q,13,,
0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",M,19,0,0,348124,7.65,F G73,S,,,
0,3,"Somerton, Mr. Francis William",M,30,0,0,A.5. 18509,8.05,,S,,,
0,3,"Spector, Mr. Woolf",M,,0,0,A.5. 3236,8.05,,S,,,
0,3,"Spinner, Mr. Henry John",M,32,0,0,STON/OQ. 369943,8.05,,S,,,
0,3,"Staneff, Mr. Ivan",M,,0,0,349208,7.8958,,S,,,
0,3,"Stankovic, Mr. Ivan",M,33,0,0,349239,8.6625,,C,,,
1,3,"Stanley, Miss. Amy Zillah Elsie",F,23,0,0,CA. 2314,7.55,,S,C,,
0,3,"Stanley, Mr. Edward Roland",M,21,0,0,A/4 45380,8.05,,S,,,
0,3,"Storey, Mr. Thomas",M,60.5,0,0,3701,,,S,,261,
0,3,"Stoytcheff, Mr. Ilia",M,19,0,0,349205,7.8958,,S,,,
0,3,"Strandberg, Miss. Ida Sofia",F,22,0,0,7553,9.8375,,S,,,
1,3,"Stranden, Mr. Juho",M,31,0,0,STON/O 2. 3101288,7.925,,S,9,,
0,3,"Strilic, Mr. Ivan",M,27,0,0,315083,8.6625,,S,,,
0,3,"Strom, Miss. Telma Matilda",F,2,0,1,347054,10.4625,G6,S,,,
0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",F,29,1,1,347054,10.4625,G6,S,,,
1,3,"Sunderland, Mr. Victor Francis",M,16,0,0,SOTON/OQ 392089,8.05,,S,B,,
1,3,"Sundman, Mr. Johan Julian",M,44,0,0,STON/O 2. 3101269,7.925,,S,15,,
0,3,"Sutehall, Mr. Henry Jr",M,25,0,0,SOTON/OQ 392076,7.05,,S,,,
0,3,"Svensson, Mr. Johan",M,74,0,0,347060,7.775,,S,,,
1,3,"Svensson, Mr. Johan Cervin",M,14,0,0,7538,9.225,,S,13,,
0,3,"Svensson, Mr. Olof",M,24,0,0,350035,7.7958,,S,,,
1,3,"Tenglin, Mr. Gunnar Isidor",M,25,0,0,350033,7.7958,,S,13 15,,
0,3,"Theobald, Mr. Thomas Leonard",M,34,0,0,363294,8.05,,S,,176,
1,3,"Thomas, Master. Assad Alexander",M,0.4167,0,1,2625,8.5167,,C,16,,
0,3,"Thomas, Mr. Charles P",M,,1,0,2621,6.4375,,C,,,
0,3,"Thomas, Mr. John",M,,0,0,2681,6.4375,,C,,,
0,3,"Thomas, Mr. Tannous",M,,0,0,2684,7.225,,C,,,
1,3,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",F,16,1,1,2625,8.5167,,C,14,,
0,3,"Thomson, Mr. Alexander Morrison",M,,0,0,32302,8.05,,S,,,
0,3,"Thorneycroft, Mr. Percival",M,,1,0,376564,16.1,,S,,,
1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",F,,1,0,376564,16.1,,S,10,,
0,3,"Tikkanen, Mr. Juho",M,32,0,0,STON/O 2. 3101293,7.925,,S,,,
0,3,"Tobin, Mr. Roger",M,,0,0,383121,7.75,F38,Q,,,
0,3,"Todoroff, Mr. Lalio",M,,0,0,349216,7.8958,,S,,,
0,3,"Tomlin, Mr. Ernest Portage",M,30.5,0,0,364499,8.05,,S,,50,
0,3,"Torber, Mr. Ernst William",M,44,0,0,364511,8.05,,S,,,
0,3,"Torfa, Mr. Assad",M,,0,0,2673,7.2292,,C,,,
1,3,"Tornquist, Mr. William Henry",M,25,0,0,LINE,0,,S,15,,
0,3,"Toufik, Mr. Nakli",M,,0,0,2641,7.2292,,C,,,
1,3,"Touma, Master. Georges Youssef",M,7,1,1,2650,15.2458,,C,C,,
1,3,"Touma, Miss. Maria Youssef",F,9,1,1,2650,15.2458,,C,C,,
1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",F,29,0,2,2650,15.2458,,C,C,,
0,3,"Turcin, Mr. Stjepan",M,36,0,0,349247,7.8958,,S,,,
1,3,"Turja, Miss. Anna Sofia",F,18,0,0,4138,9.8417,,S,15,,
1,3,"Turkula, Mrs. (Hedwig)",F,63,0,0,4134,9.5875,,S,15,,
0,3,"van Billiard, Master. James William",M,,1,1,A/5. 851,14.5,,S,,,
0,3,"van Billiard, Master. Walter John",M,11.5,1,1,A/5. 851,14.5,,S,,1,
0,3,"van Billiard, Mr. Austin Blyler",M,40.5,0,2,A/5. 851,14.5,,S,,255,
0,3,"Van Impe, Miss. Catharina",F,10,0,2,345773,24.15,,S,,,
0,3,"Van Impe, Mr. Jean Baptiste",M,36,1,1,345773,24.15,,S,,,
0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",F,30,1,1,345773,24.15,,S,,,
0,3,"van Melkebeke, Mr. Philemon",M,,0,0,345777,9.5,,S,,,
0,3,"Vande Velde, Mr. Johannes Joseph",M,33,0,0,345780,9.5,,S,,,
0,3,"Vande Walle, Mr. Nestor Cyriel",M,28,0,0,345770,9.5,,S,,,
0,3,"Vanden Steen, Mr. Leo Peter",M,28,0,0,345783,9.5,,S,,,
0,3,"Vander Cruyssen, Mr. Victor",M,47,0,0,345765,9,,S,,,
0,3,"Vander Planke, Miss. Augusta Maria",F,18,2,0,345764,18,,S,,,
0,3,"Vander Planke, Mr. Julius",M,31,3,0,345763,18,,S,,,
0,3,"Vander Planke, Mr. Leo Edmondus",M,16,2,0,345764,18,,S,,,
0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",F,31,1,0,345763,18,,S,,,
1,3,"Vartanian, Mr. David",M,22,0,0,2658,7.225,,C,13 15,,
0,3,"Vendel, Mr. Olof Edvin",M,20,0,0,350416,7.8542,,S,,,
0,3,"Vestrom, Miss. Hulda Amanda Adolfina",F,14,0,0,350406,7.8542,,S,,,
0,3,"Vovk, Mr. Janko",M,22,0,0,349252,7.8958,,S,,,
0,3,"Waelens, Mr. Achille",M,22,0,0,345767,9,,S,,,"Antwerp, Belgium / Stanton, OH"
0,3,"Ware, Mr. Frederick",M,,0,0,359309,8.05,,S,,,
0,3,"Warren, Mr. Charles William",M,,0,0,C.A. 49867,7.55,,S,,,
0,3,"Webber, Mr. James",M,,0,0,SOTON/OQ 3101316,8.05,,S,,,
0,3,"Wenzel, Mr. Linhart",M,32.5,0,0,345775,9.5,,S,,298,
1,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",F,38,0,0,2688,7.2292,,C,C,,
0,3,"Widegren, Mr. Carl/Charles Peter",M,51,0,0,347064,7.75,,S,,,
0,3,"Wiklund, Mr. Jakob Alfred",M,18,1,0,3101267,6.4958,,S,,314,
0,3,"Wiklund, Mr. Karl Johan",M,21,1,0,3101266,6.4958,,S,,,
1,3,"Wilkes, Mrs. James (Ellen Needs)",F,47,1,0,363272,7,,S,,,
0,3,"Willer, Mr. Aaron (""Abi Weller"")",M,,0,0,3410,8.7125,,S,,,
0,3,"Willey, Mr. Edward",M,,0,0,S.O./P.P. 751,7.55,,S,,,
0,3,"Williams, Mr. Howard Hugh ""Harry""",M,,0,0,A/5 2466,8.05,,S,,,
0,3,"Williams, Mr. Leslie",M,28.5,0,0,54636,16.1,,S,,14,
0,3,"Windelov, Mr. Einar",M,21,0,0,SOTON/OQ 3101317,7.25,,S,,,
0,3,"Wirz, Mr. Albert",M,27,0,0,315154,8.6625,,S,,131,
0,3,"Wiseman, Mr. Phillippe",M,,0,0,A/4. 34244,7.25,,S,,,
0,3,"Wittevrongel, Mr. Camille",M,36,0,0,345771,9.5,,S,,,
0,3,"Yasbeck, Mr. Antoni",M,27,1,0,2659,14.4542,,C,C,,
1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",F,15,1,0,2659,14.4542,,C,,,
0,3,"Youseff, Mr. Gerious",M,45.5,0,0,2628,7.225,,C,,312,
0,3,"Yousif, Mr. Wazli",M,,0,0,2647,7.225,,C,,,
0,3,"Yousseff, Mr. Gerious",M,,0,0,2627,14.4583,,C,,,
0,3,"Zabour, Miss. Hileni",F,14.5,1,0,2665,14.4542,,C,,328,
0,3,"Zabour, Miss. Thamine",F,,1,0,2665,14.4542,,C,,,
0,3,"Zakarian, Mr. Mapriededer",M,26.5,0,0,2656,7.225,,C,,304,
0,3,"Zakarian, Mr. Ortin",M,27,0,0,2670,7.225,,C,,,
0,3,"Zimmerman, Mr. Leo",M,29,0,0,315082,7.875,,S,,,
